	z_a	z_e	a	e	a_logits	e_logits	e_in
921	[0.5641917586326599, -0.24907195568084717, 1.4721962213516235, 0.5170954465866089]	[3.7221696376800537, -4.054403305053711, 8.324204444885254, 10.150778770446777, -10.860320091247559, -11.63302993774414, -13.466947555541992, -3.2544164657592773]	6.0	0.0	[-0.4177319407463074, -0.47500744462013245, -0.5092223286628723, -0.43974000215530396, -0.45428916811943054, -0.26135188341140747, -0.08299087733030319, -0.3630051016807556]	[1.0053293704986572, -1.1548854112625122, -0.8477391600608826, -0.27616971731185913, -1.2196238040924072, -1.512757658958435, -0.6037778258323669, -1.0490046739578247, -1.0311024188995361, -0.9199091196060181, -1.1955904960632324]	0
922	[-0.338988721370697, 0.010504424571990967, -0.6433258056640625, 2.46646785736084]	[2.002333641052246, -1.1649467945098877, 4.068228244781494, 8.603180885314941, -7.778738021850586, -10.335436820983887, -11.749002456665039, -3.487555980682373]	7.0	4.0	[-0.07681751251220703, -1.1593084335327148, -0.8967221975326538, 0.404030442237854, -1.1023993492126465, -0.9275768399238586, -0.8018314838409424, 1.5591191053390503]	[-0.6200785040855408, -0.7538537979125977, -1.2628816366195679, -0.16998101770877838, 0.3458724319934845, -1.337936282157898, -1.2151669263839722, -1.3236709833145142, -1.5174593925476074, -1.6503477096557617, -1.4050136804580688]	3
923	[0.8252090215682983, 0.15804046392440796, 1.6138994693756104, -0.6737703084945679]	[2.570605754852295, -5.028392314910889, 8.616827011108398, 11.15383243560791, -9.582159996032715, -12.047417640686035, -14.278084754943848, -1.6151106357574463]	6.0	2.0	[-0.030794482678174973, 0.1154172495007515, 0.11027068644762039, -0.5703643560409546, 0.08692750334739685, -0.017995914444327354, 0.16788429021835327, -0.9547305703163147]	[0.33980393409729004, 0.07868630439043045, 1.6773583889007568, 1.1473902463912964, -1.1390092372894287, 0.5410275459289551, 1.2821506261825562, 1.0503109693527222, 0.8821848630905151, 0.975601315498352, 1.003797173500061]	3
924	[-0.0976700410246849, 0.7184503078460693, 1.913841962814331, -1.3488930463790894]	[3.6086995601654053, -6.191043376922607, 9.036397933959961, 10.217777252197266, -5.8660807609558105, -10.15480899810791, -13.580963134765625, -3.279160261154175]	2.0	5.0	[1.051533818244934, 1.278589129447937, 1.3079489469528198, -0.46317267417907715, 0.6769324541091919, 1.1028845310211182, -0.2986665666103363, -0.7230229377746582]	[-0.5861704349517822, 0.9975681900978088, 0.20626097917556763, 0.7729691863059998, 1.4764881134033203, 1.4815423488616943, 0.9723373651504517, 1.1885968446731567, 1.0941492319107056, 1.1318895816802979, 1.2330275774002075]	4
925	[0.2613268792629242, 0.8206542134284973, 2.1154489517211914, -1.1023638248443604]	[2.5043554306030273, -7.2234392166137695, 9.681742668151855, 9.640840530395508, -8.988180160522461, -10.351753234863281, -11.741151809692383, -1.8364652395248413]	1.0	4.0	[0.6558626294136047, 1.0791434049606323, 0.9883990287780762, -0.3425425887107849, 0.6862350702285767, 1.0267724990844727, 0.024598460644483566, -0.7513985633850098]	[0.386531800031662, 0.09099792689085007, -0.11217793822288513, -0.28251463174819946, 1.8737612962722778, 1.374266505241394, 1.2396557331085205, 1.3872013092041016, 1.2282577753067017, 1.0449893474578857, 1.1633316278457642]	4
926	[1.048122763633728, -1.0858783721923828, 2.2179055213928223, -0.6960440874099731]	[3.23197078704834, -5.544421195983887, 8.066225051879883, 9.649510383605957, -11.507537841796875, -13.823681831359863, -13.920125961303711, -3.1816439628601074]	6.0	4.0	[-0.628627598285675, -0.49991950392723083, -0.5041254162788391, -1.3222343921661377, -0.5249184370040894, -0.49604883790016174, 0.02323308400809765, -1.691711187362671]	[-0.6826162338256836, -0.3026745319366455, -0.02994135394692421, 0.8924332857131958, 1.8008902072906494, 0.4145444631576538, 0.9128386378288269, 0.7333690524101257, 0.7304534316062927, 0.8191169500350952, 0.821629524230957]	6
927	[0.48793724179267883, -2.6997079849243164, 1.8192349672317505, -1.3950626850128174]	[2.267465591430664, -5.022546768188477, 8.26201057434082, 10.65557861328125, -9.082939147949219, -8.13591194152832, -11.076571464538574, -3.8542580604553223]	0.0	6.0	[-0.2295183688402176, -0.8399304747581482, -0.4247477352619171, -2.4339280128479004, -1.299152135848999, -1.1992148160934448, -0.9590566754341125, -2.390552520751953]	[1.091408371925354, -0.31797075271606445, 0.8633256554603577, 0.37792354822158813, -1.243327260017395, -0.1742601990699768, 1.1363810300827026, 0.4735552966594696, 0.4586658477783203, 0.7986353635787964, 0.7138940691947937]	2
928	[1.2832940816879272, 0.8114073872566223, 2.7388927936553955, -1.0413397550582886]	[1.6156338453292847, -5.8755669593811035, 7.938025951385498, 8.417570114135742, -8.789745330810547, -8.895358085632324, -11.866153717041016, -2.37483286857605]	6.0	3.0	[-0.28125426173210144, 0.6301867961883545, 0.29643115401268005, -0.3652961552143097, 0.7126710414886475, 0.7284129858016968, 0.819559633731842, -1.296286702156067]	[-0.31823980808258057, -1.0748690366744995, -0.9039689898490906, 1.8932803869247437, 0.02760179713368416, -0.09758009761571884, 0.5812585949897766, 0.563227117061615, 0.5174904465675354, 0.5698496699333191, 0.5451156497001648]	3
929	[1.2110140323638916, -0.3185507655143738, 0.9667803645133972, -0.5273145437240601]	[4.338576793670654, -4.522982597351074, 6.582768440246582, 8.581107139587402, -8.39975643157959, -10.933714866638184, -11.712514877319336, -3.0898091793060303]	6.0	4.0	[-0.3832065463066101, -0.5714346170425415, -0.4322238564491272, -0.7677035331726074, -0.34986069798469543, -0.9069342017173767, 0.20712552964687347, -1.120750069618225]	[-0.5665398240089417, -0.24870023131370544, 0.18289044499397278, 0.4979373514652252, 2.0954349040985107, 0.6007032990455627, 0.8043057322502136, 0.4416557848453522, 0.8093788027763367, 0.6316379904747009, 0.8112812042236328]	4
930	[0.9463332295417786, 4.388604640960693, 1.7499911785125732, 0.4267565608024597]	[4.3516364097595215, -5.687567710876465, 7.369185924530029, 12.883831024169922, -10.268651962280273, -11.586482048034668, -13.157868385314941, -2.993851661682129]	4.0	0.0	[0.4526466727256775, 1.8382467031478882, 1.1487318277359009, 2.176725387573242, 2.2249786853790283, 2.2183423042297363, 1.6381860971450806, 1.2704740762710571]	[0.8244470953941345, -0.4731236696243286, -0.13312682509422302, 0.17581474781036377, -0.978146493434906, -0.3128690719604492, 0.24645240604877472, -0.18402257561683655, -0.25615063309669495, -0.15270107984542847, -0.1788935661315918]	2
931	[1.1551326513290405, 3.575711250305176, 2.1459054946899414, -0.6169216632843018]	[2.9172255992889404, -3.991875171661377, 6.678505897521973, 9.609029769897461, -10.503076553344727, -8.939494132995605, -12.279884338378906, -0.7529041767120361]	4.0	4.0	[0.455623984336853, 1.823740005493164, 1.2455158233642578, 1.3775955438613892, 2.0820486545562744, 1.9555829763412476, 1.5231565237045288, 0.2284366637468338]	[-1.201960802078247, -0.4438445568084717, -0.9192887544631958, 0.717487633228302, 1.8681988716125488, 0.766173243522644, 0.18790680170059204, 0.026922669261693954, 0.10800212621688843, 0.0007012798450887203, 0.2704845368862152]	3
932	[-1.4992237091064453, -1.3616554737091064, -1.5514411926269531, -0.7079302072525024]	[4.223587989807129, -7.181453227996826, 8.041555404663086, 9.284221649169922, -8.151432037353516, -8.752300262451172, -11.572361946105957, -4.536922454833984]	0.0	4.0	[2.009722948074341, -0.14582589268684387, 0.95900559425354, -1.2803974151611328, -1.1651709079742432, -1.1970547437667847, -2.3508994579315186, 0.04308321699500084]	[-0.4920318126678467, -0.5297154784202576, 0.25035130977630615, 0.12802699208259583, 2.5482752323150635, 0.7016383409500122, 0.9060612320899963, 0.7923182845115662, 0.9715474843978882, 1.2294715642929077, 0.851992130279541]	3
933	[0.9622055292129517, 2.0702409744262695, 1.6038237810134888, 0.4457889795303345]	[3.8274221420288086, -3.565540313720703, 6.5223541259765625, 10.825651168823242, -8.815336227416992, -12.21541690826416, -12.679353713989258, -1.0761501789093018]	6.0	3.0	[-0.12871283292770386, 0.574521005153656, 0.19663743674755096, 0.8606326580047607, 0.8795028924942017, 0.846271812915802, 0.9182254076004028, 0.35016870498657227]	[-0.09683113545179367, -1.2156767845153809, -1.6687780618667603, 0.6872722506523132, 0.16610272228717804, 0.002344527980312705, -0.05228222534060478, -0.7430251836776733, -0.5674504041671753, -0.8597277402877808, -0.4744410514831543]	4
934	[0.8152827620506287, 2.3461432456970215, 2.2321269512176514, 0.6350545287132263]	[3.3577380180358887, -4.017662525177002, 7.653110980987549, 9.679743766784668, -8.269078254699707, -11.334935188293457, -12.505743980407715, -1.991159439086914]	5.0	0.0	[-0.15145856142044067, 0.8797527551651001, 0.32423433661460876, 1.0433868169784546, 1.1011130809783936, 1.4342210292816162, 1.0009551048278809, 0.5053056478500366]	[1.3390405178070068, -0.8733852505683899, -0.664399266242981, 0.015297272242605686, -1.3744311332702637, -0.8533963561058044, -0.21571065485477448, -0.7129998207092285, -0.6279198527336121, -0.5140824913978577, -0.7009153962135315]	0
935	[-0.5406959652900696, 0.5046919584274292, 0.8181938529014587, -1.0671509504318237]	[3.574371576309204, -4.805849075317383, 7.134372711181641, 8.765618324279785, -8.20846939086914, -11.53486156463623, -11.618091583251953, -5.099795818328857]	0.0	2.0	[1.433371663093567, 1.0274773836135864, 1.3335710763931274, -0.44339606165885925, 0.32637423276901245, 0.6132727861404419, -0.806237518787384, -0.25779518485069275]	[0.848656415939331, 0.6135738492012024, 2.0376129150390625, -0.4073653817176819, 0.5125208497047424, 0.8776065111160278, 1.4383422136306763, 1.1984233856201172, 1.2771830558776855, 1.39524245262146, 1.0806801319122314]	1
936	[0.9485063552856445, 0.09399819374084473, 1.0089271068572998, 0.018414461985230446]	[3.150254964828491, -4.104496002197266, 6.0588836669921875, 11.566492080688477, -8.714704513549805, -10.283024787902832, -11.37540054321289, -3.4537453651428223]	6.0	3.0	[-0.3195187747478485, -0.4222199320793152, -0.37876227498054504, -0.3693840205669403, -0.23215092718601227, -0.5370593070983887, 0.19221174716949463, -0.5611023306846619]	[-0.1285223513841629, -1.0053237676620483, -0.5950270891189575, 0.9161472916603088, -0.045403171330690384, -0.5567619800567627, -0.032266486436128616, -0.7664899230003357, -0.5785132050514221, -0.3685312271118164, -0.5192558765411377]	4
937	[0.694522500038147, -0.6039602756500244, 1.4343332052230835, -1.1070446968078613]	[3.407125949859619, -5.298861026763916, 8.174068450927734, 11.518516540527344, -8.599310874938965, -9.814270973205566, -11.777183532714844, -1.9993257522583008]	2.0	4.0	[0.09751259535551071, -0.0757494643330574, 0.11372137814760208, -1.1270147562026978, -0.2585377097129822, -0.42057543992996216, -0.2086087465286255, -1.3990148305892944]	[-1.3078237771987915, -1.4456565380096436, -1.2648361921310425, 1.2871904373168945, 2.1731247901916504, 0.5276708602905273, 0.6201924085617065, 0.7211907505989075, 0.6308217644691467, 0.6199074387550354, 0.5601263046264648]	4
938	[1.3769118785858154, -0.31143099069595337, 1.8154621124267578, -0.3840084671974182]	[0.8239634037017822, -4.448849678039551, 5.869804859161377, 9.414660453796387, -7.636415004730225, -9.473654747009277, -11.406781196594238, -2.4297568798065186]	6.0	1.0	[-0.7385414838790894, -0.5085955262184143, -0.587956964969635, -0.7652462720870972, -0.24978649616241455, -0.5342869758605957, 0.45163625478744507, -1.2806477546691895]	[-0.08649791032075882, 3.072073459625244, 0.831655740737915, -0.7853603363037109, -0.3328125774860382, 0.9023184180259705, 0.3930298686027527, 0.7565388679504395, 0.6809285283088684, 1.0915361642837524, 0.9657860398292542]	1
939	[0.19458115100860596, 2.4977781772613525, -0.34672820568084717, 1.7419227361679077]	[2.705170154571533, -2.936466693878174, 4.995421409606934, 10.411357879638672, -7.7028374671936035, -11.522649765014648, -11.628662109375, -2.0645036697387695]	7.0	3.0	[0.3989412784576416, 0.21117937564849854, 0.13455796241760254, 1.5965244770050049, 0.5118322968482971, 0.3377962112426758, 0.32692843675613403, 1.9115653038024902]	[-0.7061170935630798, -0.7095741033554077, -0.937600314617157, 1.2085388898849487, 0.5758622884750366, -0.628677487373352, -0.4651624858379364, -0.5445254445075989, -0.6424438953399658, -0.6484689116477966, -0.3312700390815735]	4
940	[1.2051217555999756, -1.2603552341461182, 2.221770763397217, 0.3833754360675812]	[2.846341133117676, -2.771212577819824, 8.24273681640625, 11.410821914672852, -10.581640243530273, -14.185914039611816, -11.852378845214844, -2.822763681411743]	6.0	4.0	[-1.258400559425354, -1.1217247247695923, -1.243929386138916, -1.1004620790481567, -0.9049363732337952, -0.7821172475814819, 0.14627428352832794, -1.2753217220306396]	[-1.2327518463134766, -0.22671468555927277, -1.4142279624938965, 0.47561657428741455, 0.9577448964118958, -0.19686706364154816, -0.3598790168762207, -0.7439451217651367, -0.606307864189148, -0.5645362734794617, -0.625829815864563]	1
941	[1.046422004699707, 0.1724480390548706, 1.8129185438156128, 0.5581759214401245]	[2.6882596015930176, -3.0678322315216064, 5.559028148651123, 10.814098358154297, -10.890538215637207, -11.555625915527344, -12.664408683776855, -3.2170138359069824]	6.0	4.0	[-0.7660526633262634, -0.4579292833805084, -0.6704362630844116, -0.20502278208732605, -0.19552095234394073, -0.14201901853084564, 0.4301353693008423, -0.4479805529117584]	[-0.01723926141858101, -1.5117769241333008, -0.7416620850563049, 0.18661847710609436, 0.8268852233886719, -0.7322302460670471, -0.28545108437538147, -0.3895224630832672, -0.4838610291481018, -0.27006688714027405, -0.4557611048221588]	0
942	[0.7059170007705688, 0.18423151969909668, 1.7296679019927979, -1.0319945812225342]	[4.099029064178467, -5.964201927185059, 7.975611209869385, 9.638602256774902, -7.895925521850586, -10.87501049041748, -12.300580978393555, -1.064371109008789]	2.0	2.0	[0.19856394827365875, 0.3720960021018982, 0.39114442467689514, -0.6679725646972656, 0.21830154955387115, 0.1688702553510666, 0.0872051864862442, -1.0987201929092407]	[-0.0026500404346734285, 0.39304235577583313, 1.692420482635498, 0.008861919865012169, 0.2807130217552185, 0.6680163145065308, 0.7038670182228088, 0.5609136819839478, 0.5795343518257141, 0.6712630391120911, 0.7797598838806152]	0
943	[0.6715943813323975, -1.172486424446106, 1.0474324226379395, -0.5769840478897095]	[1.9399263858795166, -5.904656410217285, 6.853296756744385, 8.814468383789062, -8.956439018249512, -10.953474998474121, -9.298726081848145, -3.4667348861694336]	0.0	4.0	[-0.18076269328594208, -0.6737867593765259, -0.38857167959213257, -1.2745193243026733, -0.7783710956573486, -0.9863893389701843, -0.41993966698646545, -1.273482084274292]	[-1.468537449836731, -0.617563009262085, -0.08644919097423553, 0.842991828918457, 2.3998682498931885, 0.06639409065246582, 0.7240200042724609, 0.07411517202854156, 0.387624591588974, 0.6996386051177979, 0.45623502135276794]	3
944	[1.0635751485824585, 3.333423614501953, 1.7577459812164307, -1.138077974319458]	[3.5448830127716064, -4.67204475402832, 8.722134590148926, 7.807726860046387, -9.648825645446777, -9.727350234985352, -10.854085922241211, -3.1018569469451904]	4.0	1.0	[0.7652171850204468, 1.8661659955978394, 1.470582365989685, 1.103328824043274, 2.016730308532715, 1.7027125358581543, 1.298620581626892, -0.025199228897690773]	[-0.4984721839427948, 1.3559552431106567, 0.176465705037117, -0.8357365727424622, 0.6131801605224609, 0.8448668718338013, 0.48843756318092346, 0.32305091619491577, 0.5695182681083679, 0.5985106825828552, 0.37007710337638855]	1
945	[1.283137559890747, -0.5455522537231445, 3.198523998260498, -0.21300345659255981]	[4.459794044494629, -5.848391056060791, 6.140225887298584, 10.027915000915527, -9.466700553894043, -10.099034309387207, -14.793503761291504, -0.3194403648376465]	6.0	4.0	[-1.0735496282577515, -0.3042178452014923, -0.6664966940879822, -0.9195910692214966, -0.19005942344665527, 0.17283591628074646, 0.5189117193222046, -1.5131407976150513]	[-0.6165480017662048, 0.2502993941307068, -1.086554765701294, 0.4889177680015564, 0.5287944078445435, -0.06843534111976624, 0.25922295451164246, 0.03789098933339119, 0.1274360567331314, 0.28858262300491333, 0.053147993981838226]	6
946	[0.5629097819328308, -2.8844480514526367, 1.2735629081726074, 2.0234012603759766]	[4.3561601638793945, -0.28779590129852295, 5.682753086090088, 8.923382759094238, -8.410792350769043, -12.311427116394043, -13.452826499938965, -2.8658034801483154]	7.0	0.0	[-1.6955212354660034, -2.5186896324157715, -2.3587429523468018, -1.4904148578643799, -2.3634908199310303, -1.955529808998108, -0.8264980316162109, -0.6265009641647339]	[-0.0032328935340046883, -0.8529483079910278, -1.110229253768921, -0.10137446969747543, -0.6281840205192566, -1.1556581258773804, -1.0637091398239136, -1.272682785987854, -1.2901087999343872, -1.2265732288360596, -1.2279795408248901]	3
947	[0.9159713983535767, 2.1659741401672363, 1.9973416328430176, -0.891330897808075]	[1.5106587409973145, -4.27078914642334, 7.764995098114014, 9.197713851928711, -8.230022430419922, -10.236100196838379, -11.48604679107666, -1.3719167709350586]	4.0	4.0	[0.4280003309249878, 1.2977349758148193, 0.9792521595954895, 0.4957844913005829, 1.3400970697402954, 1.2687724828720093, 0.8870568871498108, -0.3574000895023346]	[-0.2771157920360565, -0.1459273248910904, 0.9842272400856018, -0.7677932977676392, 1.5661154985427856, 0.8217148780822754, 0.5525227785110474, 0.3080689609050751, 0.3450262248516083, 0.4457970857620239, 0.35974594950675964]	4
948	[1.4754348993301392, 2.217092514038086, 2.1685352325439453, -0.4232982397079468]	[3.034135580062866, -4.287262916564941, 7.8875412940979, 10.9131441116333, -9.882081985473633, -9.414143562316895, -12.47545337677002, -4.174002647399902]	6.0	0.0	[-0.223854660987854, 0.860410749912262, 0.3895941972732544, 0.6542076468467712, 1.2481880187988281, 1.0015159845352173, 1.3428875207901, -0.3750978708267212]	[1.2819029092788696, -0.688456118106842, 0.348651647567749, -0.7506716251373291, 0.7249799370765686, 0.2597056031227112, 0.38155949115753174, 0.06171634793281555, 0.4111550748348236, 0.14095091819763184, 0.2515435814857483]	0
949	[1.0965683460235596, 2.0339088439941406, 2.5836448669433594, -0.5251138806343079]	[3.868363380432129, -3.8044371604919434, 6.67908239364624, 10.229316711425781, -9.15710163116455, -10.09528636932373, -12.308794975280762, -2.8617749214172363]	5.0	4.0	[-0.017893753945827484, 1.1227622032165527, 0.6330589652061462, 0.4985635280609131, 1.2602733373641968, 1.3860807418823242, 1.0762673616409302, -0.41509565711021423]	[-1.2586004734039307, -0.6646125316619873, -1.3827121257781982, 1.0457873344421387, 1.991234540939331, 0.046061594039201736, 0.28321388363838196, -0.17914235591888428, 0.2238624393939972, 0.19708037376403809, 0.1421733796596527]	4
950	[0.7858340740203857, 1.664717197418213, 1.366421103477478, 0.6489418745040894]	[4.231740951538086, -1.8656046390533447, 7.442523002624512, 12.869818687438965, -10.38628101348877, -11.453575134277344, -12.086827278137207, -3.673491954803467]	3.0	0.0	[-0.1367255449295044, 0.3193204700946808, 0.03711538016796112, 0.7016924023628235, 0.5682727694511414, 0.5808210968971252, 0.6512655019760132, 0.4126715362071991]	[0.3764044940471649, -0.5564129948616028, -0.897869884967804, 0.22881869971752167, -0.25693899393081665, -1.0953669548034668, -0.3453201949596405, -0.7888575792312622, -0.8161476254463196, -0.5873931646347046, -0.8575515747070312]	3
951	[1.9490925073623657, 3.8154449462890625, 2.4385159015655518, 0.5017001032829285]	[3.988431930541992, -3.330526113510132, 7.152566432952881, 9.492634773254395, -10.18577766418457, -12.901683807373047, -13.611771583557129, -2.1991918087005615]	6.0	3.0	[-0.6320850849151611, 1.1160942316055298, 0.23866938054561615, 1.831498622894287, 1.9398565292358398, 1.6575998067855835, 2.2567174434661865, 0.49737006425857544]	[-0.20832526683807373, -0.8807523250579834, -0.9847659468650818, 0.46598130464553833, -0.08845563232898712, -0.7586232423782349, -0.60784912109375, -0.6664885878562927, -0.5596201419830322, -0.5318931341171265, -0.5536378622055054]	3
952	[0.36013156175613403, 2.5501151084899902, 1.5093584060668945, -0.29559677839279175]	[4.666134834289551, -4.385024070739746, 7.246776103973389, 9.701026916503906, -7.9440717697143555, -10.17957878112793, -12.0022554397583, -4.579069137573242]	5.0	4.0	[0.793299674987793, 1.4444559812545776, 1.1726045608520508, 0.9211609959602356, 1.356971025466919, 1.5003410577774048, 0.5895665287971497, 0.44846275448799133]	[-2.128643751144409, 0.14879865944385529, -1.3303884267807007, 0.6372143626213074, 3.6519103050231934, 0.6319624185562134, 0.41486072540283203, 0.29790592193603516, 0.6167653799057007, 0.6782323718070984, 0.39561182260513306]	4
953	[0.880824089050293, -0.7372944355010986, 2.080967664718628, -0.5999260544776917]	[3.5658867359161377, -5.312000274658203, 5.918504238128662, 7.977986812591553, -8.973795890808105, -9.867033958435059, -11.490117073059082, -2.9172322750091553]	6.0	3.0	[-0.42560625076293945, -0.2974606156349182, -0.3088131844997406, -1.0859994888305664, -0.3649676442146301, -0.28518953919410706, 0.0013980924850329757, -1.398506760597229]	[-1.5199062824249268, -0.1560378223657608, -0.7029608488082886, 1.0319993495941162, 0.8829724788665771, -0.0517401397228241, 0.33115866780281067, 0.057708583772182465, 0.1976149082183838, 0.3193511366844177, 0.23316633701324463]	4
954	[0.018986746668815613, 0.8392471075057983, 1.0015358924865723, -0.44779154658317566]	[4.722863674163818, -6.829428195953369, 6.413356781005859, 8.218182563781738, -9.469953536987305, -10.876253128051758, -11.130555152893066, -2.500974178314209]	0.0	9.0	[0.7860154509544373, 0.678891658782959, 0.7780870199203491, -0.07786906510591507, 0.35903334617614746, 0.4958672523498535, -0.25208768248558044, -0.0833672359585762]	[-0.4395461678504944, 0.5801569819450378, -0.33122655749320984, 0.48782384395599365, 0.6772459745407104, 0.551377534866333, 0.7671933770179749, 0.9761708378791809, 0.776919960975647, 1.0170600414276123, 0.9522356986999512]	3
955	[-1.0706466436386108, -3.9451098442077637, 0.7594225406646729, -0.9707239866256714]	[3.65519118309021, -8.67920207977295, 8.174309730529785, 8.889811515808105, -7.22430419921875, -12.192097663879395, -12.697148323059082, -3.972227096557617]	0.0	0.0	[0.6783407926559448, -1.0526161193847656, -0.14796029031276703, -2.9611477851867676, -2.203099250793457, -1.5448509454727173, -2.540977716445923, -1.7877671718597412]	[2.131234645843506, -0.3927144408226013, 1.0018115043640137, -0.08894526213407516, -0.9740005135536194, 0.45652109384536743, 0.7972633242607117, 0.9311615228652954, 0.824714720249176, 0.8303037285804749, 1.009239912033081]	5
956	[1.1935923099517822, 1.3505473136901855, 1.9376580715179443, -0.15283438563346863]	[3.9871227741241455, -6.4776291847229, 7.244398593902588, 9.65020751953125, -8.81173324584961, -11.493820190429688, -12.68447208404541, -2.244302749633789]	6.0	4.0	[-0.29838860034942627, 0.39770442247390747, 0.08031819015741348, 0.25106215476989746, 0.6653133034706116, 0.5466541647911072, 0.8665724396705627, -0.4214998781681061]	[-1.4940401315689087, -0.5843355655670166, -0.9579951763153076, 0.9271122813224792, 1.9867889881134033, 0.17069372534751892, 0.46251922845840454, 0.16101667284965515, 0.3826788365840912, 0.35860374569892883, 0.3044795095920563]	3
957	[1.8469822406768799, -0.3724859952926636, 2.098564863204956, -0.39731359481811523]	[3.89609956741333, -8.99439525604248, 9.257064819335938, 11.73099422454834, -9.708138465881348, -11.487215042114258, -13.270346641540527, -3.9134953022003174]	6.0	6.0	[-1.165527105331421, -0.7286750674247742, -0.9073575735092163, -0.8204544186592102, -0.26000407338142395, -0.701329231262207, 0.7967565059661865, -1.5752776861190796]	[0.9790183901786804, 0.1968967616558075, 0.9633126258850098, 0.09513887763023376, -1.2574349641799927, 0.16834865510463715, 1.017968773841858, 0.6456215381622314, 0.5494692921638489, 0.5351461172103882, 0.6796860694885254]	2
958	[0.9196676015853882, 2.976896286010742, 1.767874002456665, -0.208541601896286]	[1.1006765365600586, -5.531463146209717, 9.179485321044922, 9.176910400390625, -10.62337875366211, -10.865367889404297, -12.4304838180542, -4.349535942077637]	4.0	4.0	[0.3834546208381653, 1.381500244140625, 0.9357248544692993, 1.1766228675842285, 1.5890947580337524, 1.5227717161178589, 1.1491597890853882, 0.37102293968200684]	[-1.440251111984253, -0.7004132270812988, -0.596779465675354, 1.1523075103759766, 2.4254419803619385, 0.44340214133262634, 0.865831732749939, 0.6983543634414673, 0.5716230273246765, 0.8032851219177246, 0.6726368069648743]	0
959	[0.4284604787826538, 1.1872453689575195, 1.803457498550415, -1.1792848110198975]	[2.750418186187744, -4.382975101470947, 8.346104621887207, 10.106073379516602, -8.78750991821289, -11.535651206970215, -13.063905715942383, -2.867719888687134]	1.0	1.0	[0.7156256437301636, 1.1306211948394775, 1.0552151203155518, -0.13976435363292694, 0.8523736000061035, 0.9512574076652527, 0.20431716740131378, -0.6546808481216431]	[-0.7041004300117493, 2.3359460830688477, 0.41107699275016785, -0.3988400399684906, 1.1585637331008911, 1.5457698106765747, 1.0509873628616333, 1.0814763307571411, 1.1194671392440796, 1.4313961267471313, 1.268905758857727]	1
960	[0.9462518095970154, -1.2396905422210693, 0.9709155559539795, -1.1480422019958496]	[4.688223838806152, -5.634076118469238, 9.393960952758789, 12.219643592834473, -8.396245002746582, -11.03237533569336, -12.331722259521484, -3.4789934158325195]	0.0	4.0	[-0.14820970594882965, -0.6476422548294067, -0.29973864555358887, -1.480660080909729, -0.7001378536224365, -1.191232681274414, -0.2969948947429657, -1.7032878398895264]	[0.33577844500541687, -0.7776328325271606, 0.07153414934873581, 0.6267522573471069, 1.1553082466125488, 0.536236584186554, 0.6268865466117859, 0.5954395532608032, 0.6109368801116943, 0.4781125485897064, 0.804394543170929]	0
961	[1.198451280593872, 3.14860463142395, 1.541578769683838, -0.14424628019332886]	[3.766064167022705, -6.87100887298584, 9.192134857177734, 11.1619291305542, -11.621047019958496, -12.763566970825195, -13.541383743286133, -1.38734769821167]	4.0	3.0	[0.2301822453737259, 1.2317930459976196, 0.779362142086029, 1.3050495386123657, 1.6170310974121094, 1.3063496351242065, 1.3670810461044312, 0.39486047625541687]	[-0.4806687533855438, -1.2367759943008423, -0.957490861415863, 2.1501755714416504, 0.3064118027687073, 0.32873979210853577, 0.9357035160064697, 0.7668663859367371, 0.6442775130271912, 0.7998356819152832, 0.9507826566696167]	3
962	[1.417075514793396, 1.3332303762435913, 2.4803037643432617, -0.7428271174430847]	[4.024037837982178, -5.344386100769043, 5.732325553894043, 8.306347846984863, -9.738558769226074, -11.664298057556152, -13.535005569458008, -3.8233397006988525]	6.0	0.0	[-0.32833540439605713, 0.6405187249183655, 0.25203341245651245, 0.03602207452058792, 0.8827143311500549, 0.7576057314872742, 1.0547964572906494, -0.9372246265411377]	[2.9392173290252686, -0.25844818353652954, 0.8832249045372009, -0.7407769560813904, -1.7150626182556152, -0.6099040508270264, 1.0624533891677856, 0.5864808559417725, 0.6163589358329773, 0.5030219554901123, 0.7187923789024353]	0
963	[1.4298852682113647, -0.2603122591972351, 1.1210402250289917, -0.34265631437301636]	[2.7568347454071045, -6.245042324066162, 7.494271755218506, 9.389205932617188, -8.227433204650879, -11.399311065673828, -12.187235832214355, -2.9438059329986572]	6.0	1.0	[-0.6464508175849915, -0.7014715671539307, -0.6457297801971436, -0.6878486275672913, -0.3499608337879181, -0.9406031966209412, 0.4094904959201813, -1.1279906034469604]	[0.559379518032074, 1.7405767440795898, 0.17298634350299835, -0.5867600440979004, -0.9196109175682068, 0.5371395349502563, 0.41409832239151, 0.7394096255302429, 0.43221384286880493, 0.45619356632232666, 0.3277488052845001]	1
