
/disk/junlin/EmoSp/bart-our/-LIGHT-TRANS4/all_loss0.6_0.2_0.2_kl-lr_2e-05-Emoin-nopp-empp-ensitu-vae-mvae256-wo_comet-vad-0.3124_II
vocab size = 50265
Some weights of BartForConditionalGeneration were not initialized from the model checkpoint at facebook/bart-base and are newly initialized: ['encoder.layers.0.attn_layer_norm_comet.weight', 'encoder.layers.0.attn_layer_norm_comet.bias', 'encoder.layers.1.attn_layer_norm_comet.weight', 'encoder.layers.1.attn_layer_norm_comet.bias', 'encoder.layers.2.attn_layer_norm_comet.weight', 'encoder.layers.2.attn_layer_norm_comet.bias', 'encoder.layers.3.attn_layer_norm_comet.weight', 'encoder.layers.3.attn_layer_norm_comet.bias', 'encoder.layers.4.attn_layer_norm_comet.weight', 'encoder.layers.4.attn_layer_norm_comet.bias', 'encoder.layers.5.attn_layer_norm_comet.weight', 'encoder.layers.5.attn_layer_norm_comet.bias', 'encoder.layers.5.muAttn.k_proj.weight', 'encoder.layers.5.muAttn.k_proj.bias', 'encoder.layers.5.muAttn.v_proj.weight', 'encoder.layers.5.muAttn.v_proj.bias', 'encoder.layers.5.muAttn.q_proj.weight', 'encoder.layers.5.muAttn.q_proj.bias', 'encoder.layers.5.muAttn.out_proj.weight', 'encoder.layers.5.muAttn.out_proj.bias', 'encoder.emotion_head.weight', 'encoder.emotion_head.bias', 'encoder.batchNorm_emotion.weight', 'encoder.batchNorm_emotion.bias', 'encoder.batchNorm_emotion.running_mean', 'encoder.batchNorm_emotion.running_var', 'encoder.batchNorm_strategy.weight', 'encoder.batchNorm_strategy.bias', 'encoder.batchNorm_strategy.running_mean', 'encoder.batchNorm_strategy.running_var', 'encoder.strategy_embedding.weight', 'encoder.multi_state_LayerNorm.weight', 'encoder.multi_state_LayerNorm.bias', 'encoder.strategy_head.weight', 'encoder.strategy_head.bias', 'encoder.trans_mat.emotion_embedding.weight', 'encoder.trans_mat.h_prior_emo.weight', 'encoder.trans_mat.h_prior_emo.bias', 'encoder.trans_mat.h_prior_strat.weight', 'encoder.trans_mat.h_prior_strat.bias', 'encoder.trans_mat.mu_prior.weight', 'encoder.trans_mat.mu_prior.bias', 'encoder.trans_mat.logvar_prior.weight', 'encoder.trans_mat.logvar_prior.bias', 'encoder.trans_mat.Dense_z_prior.weight', 'encoder.trans_mat.Dense_z_prior.bias', 'encoder.trans_mat.h_posterior_emo.weight', 'encoder.trans_mat.h_posterior_emo.bias', 'encoder.trans_mat.h_posterior_strat.weight', 'encoder.trans_mat.h_posterior_strat.bias', 'encoder.trans_mat.mu_posterior.weight', 'encoder.trans_mat.mu_posterior.bias', 'encoder.trans_mat.logvar_posterior.weight', 'encoder.trans_mat.logvar_posterior.bias', 'encoder.strat_cat_attn.V', 'encoder.strat_cat_attn.W.weight', 'encoder.emo_cat_attn.V', 'encoder.emo_cat_attn.W.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.0.encoder_attn_layer_norm_comet.weight', 'decoder.layers.0.encoder_attn_layer_norm_comet.bias', 'decoder.layers.0.encoder_attn_layer_norm_total.weight', 'decoder.layers.0.encoder_attn_layer_norm_total.bias', 'decoder.layers.1.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.1.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.1.encoder_attn_layer_norm_comet.weight', 'decoder.layers.1.encoder_attn_layer_norm_comet.bias', 'decoder.layers.1.encoder_attn_layer_norm_total.weight', 'decoder.layers.1.encoder_attn_layer_norm_total.bias', 'decoder.layers.2.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.2.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.2.encoder_attn_layer_norm_comet.weight', 'decoder.layers.2.encoder_attn_layer_norm_comet.bias', 'decoder.layers.2.encoder_attn_layer_norm_total.weight', 'decoder.layers.2.encoder_attn_layer_norm_total.bias', 'decoder.layers.3.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.3.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.3.encoder_attn_layer_norm_comet.weight', 'decoder.layers.3.encoder_attn_layer_norm_comet.bias', 'decoder.layers.3.encoder_attn_layer_norm_total.weight', 'decoder.layers.3.encoder_attn_layer_norm_total.bias', 'decoder.layers.4.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.4.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.4.encoder_attn_layer_norm_comet.weight', 'decoder.layers.4.encoder_attn_layer_norm_comet.bias', 'decoder.layers.4.encoder_attn_layer_norm_total.weight', 'decoder.layers.4.encoder_attn_layer_norm_total.bias', 'decoder.layers.5.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.5.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.5.encoder_attn_layer_norm_comet.weight', 'decoder.layers.5.encoder_attn_layer_norm_comet.bias', 'decoder.layers.5.encoder_attn_layer_norm_total.weight', 'decoder.layers.5.encoder_attn_layer_norm_total.bias', 'fuse_st_emo.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                          | 0/510 [00:00<?, ?it/s]
without comet
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am doing well. How are you?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I am sorry to hear that. Alcohol is a toxic chemical and can be addictive. I have been in the same situation myself.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am glad to hear that, I know it is hard to move on from a relationship but I know you will be a better person.

Testing:  45%|████████████████████████████████████████████████████▌                                                                | 1032/2295 [04:49<04:42,  4.48it/s]
That is a great idea!
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
i' ve been in a similar situation, but i have found that it' s really important to be able to talk to people about the situation.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I am sorry to hear that. I am sorry you are feeling sad.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Question]'}
You' re welcome. I hope you have a great day.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I' m sure that you will find a job soon, I' m glad that you are doing it.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Self-disclosure]'}
I think that is a great idea. Maybe you can talk to your boyfriend about how you are feeling and see if he will be receptive to your suggestions.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand how you are feeling. I have had to deal with this myself and it has been very difficult.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I have done a few online courses before and they are very helpful.

Testing:  45%|████████████████████████████████████████████████████▉                                                                | 1039/2295 [04:51<05:52,  3.56it/s]
It' s a great app. I have found that it can help me get out of my funk and focus on something positive.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sure you both have a great deal of energy and motivation to study.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I' m sorry to hear that. I know that there are a lot of people out there who are struggling with the same thing.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how you feel. I have been in a similar situation myself and I know how hard it is to get over it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
yeah I have a couple of laptops that I use to work from home.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sorry to hear that. I' ve been in that situation before. It' s not like you' re friends with someone who talks behind your back.

Testing:  46%|█████████████████████████████████████████████████████▎                                                               | 1045/2295 [04:53<06:27,  3.22it/s]
I think you are the best" me" and I think you will be able to do it.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Greeting]'}
I' ve been in a similar situation before and I' ve found that it' s really easy to get the most money from it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. I know it is hard to find a new job but I know you can do it!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
i hope so!
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Others]'}
I understand that. I have been in the same situation myself. I know how stressful it can be to find work outside of the hours you need to work.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am an american.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that it' s a good idea to try and make other friends but I think you need to be prepared for the worst.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I understand that it is hard to talk to people when they are not inviting you out. I know it can be frustrating but I think you can do it!

Testing:  46%|█████████████████████████████████████████████████████▋                                                               | 1053/2295 [04:55<05:50,  3.55it/s]
okay, i think you can convince your boss that it is not the right time to cut down on manpower.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I believe that God is the ultimate guide and helper in all this. I know that you will find a way to do it!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I' ve been in a similar situation myself.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Reflection of feelings]'}
i am sorry to hear that. how long have you been feeling this way?
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' ve been in that situation before. I know it' s hard, but I think you can do it!
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
yes, i do.
{'ref strategy': '[Question]', 'hyp strategy': '[Others]'}
I' m sorry to hear that. I' ve been in the same situation myself. I know how hard it can be to get through a pandemic.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am glad to hear that.

Testing:  46%|██████████████████████████████████████████████████████▏                                                              | 1062/2295 [04:57<03:57,  5.19it/s]
I am glad that you are feeling better now. I hope you can get some help soon.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I hope I have been able to help you a little.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. Is there anything specific that you' d like to talk about?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
How are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand how that must be hard. I have had to deal with the loss of my father too, and it' s been very difficult.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I' m sorry to hear that. Covid has been a real challenge for many people. Have you tried looking for other employment?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I can understand that. I used to play instruments and it was really hard to get motivated. I think that you are doing a great job with your hobbies and it is great that you have been able to get some exercise in!

Testing:  47%|██████████████████████████████████████████████████████▍                                                              | 1068/2295 [04:58<05:18,  3.86it/s]
I' m sorry to hear that. I' ve been in the same situation myself.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think you can do it!
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I see. I can understand how that would be hard. What is the issue you are having?.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am sorry to hear that. I have been trying to lose weight for a while but it has been hard.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think it is important to remember that you are not alone in this.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m glad you are doing all you can to help. I think it' s important to keep yourself safe and to be able to help your son.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be frustrating. I have been in situations like this before where I was told to not talk to anyone at work because of my boss' s policies.

Testing:  47%|██████████████████████████████████████████████████████▊                                                              | 1075/2295 [05:01<05:31,  3.68it/s]
You are welcome. I am glad to help.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I can understand that. I have had friends who have large parties and I know how frustrating it can be to not see them. Do you think there is a way to get through to them?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
oh i am glad to hear that.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I know how hard it can be to get used to routines. Do you have any friends or family you can talk to about this?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think it would be better to just forget them and not have any friends. I think that would be a great idea.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you are doing great! I am sure that you will be able to do great!
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I think it' s a good idea to take some time and breathe.

Testing:  47%|███████████████████████████████████████████████████████▏                                                             | 1082/2295 [05:03<06:02,  3.35it/s]
I can see that you are frustrated. I have had to give up on my studies because I felt that I was not doing enough. I think that you should try and find a way to make it work for you.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I have been in that position before. I was in a similar situation.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you should try to start it by weekend, I know it is a very difficult time for everyone.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
Well, i think you should try to talk to him and see if he is receptive to your concerns.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that you should try to take a class in something that you enjoy.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I am glad to hear that. I think it is important to be able to share your insights with others. I know it is difficult to do, but I think you can do it.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
You too.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
i can understand that.

Testing:  47%|███████████████████████████████████████████████████████▌                                                             | 1090/2295 [05:05<04:34,  4.40it/s]
I understand, it is a very difficult situation to be in. I think you should try to talk to him and see if he is willing to listen.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you should be prepared to hear what he says. It is okay to feel confused and angry about this.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
i am really glad to hear that.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
You are welcome. I hope you have a great day!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I can tell that you are feeling a lot of sadness at the loss you have experienced.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think it' s important to remember that you are not alone in feeling this way. It' s a very difficult thing to do when you are feeling emotional and you don' t want to be patronised.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I am glad I was able to help! I hope you have a great day!

Testing:  48%|███████████████████████████████████████████████████████▉                                                             | 1097/2295 [05:07<05:42,  3.50it/s]
I understand that. I have been in a similar situation myself. I know it is hard to come off it, but I know you can do it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that' s a great idea! I hope you can find some peace in this situation.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Greeting]'}
i think that you' re doing the very best you can. i think you' ll enjoy reading.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. What is going on?
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I understand. I have been in a similar situation. I know how stressful it can be, but I think that you can do it!
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' ve been in that situation before and I know how hard it can be. I know it' s hard but you can do it.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that' s a great idea! It' s easy to get stuck in a routine and not know what to do.

Testing:  48%|████████████████████████████████████████████████████████▎                                                            | 1104/2295 [05:08<04:36,  4.31it/s]
You too!
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Greeting]'}
I can understand how that can be stressful. Have you tried to talk to your doctor about this?
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
You are welcome. I hope you have a great day and stay positive.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I have had a lot of friends not being there for me when I was going through a difficult time. I have tried to talk to my grandma about it and she has been very supportive and understanding..
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be stressful. I have been in a similar situation and I know how stressful it can be.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve been in a similar situation myself. I had a break up with a friend and it was really hard.

Testing:  48%|████████████████████████████████████████████████████████▌                                                            | 1110/2295 [05:11<06:32,  3.02it/s]
I can understand that. I have been in a similar situation and I know how difficult it can be to come out of it. I would definitely try to talk to her about it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand that. I have been in a similar situation and I know how hard it is to get laid off.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I think it' s a really hard time to be in work.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
you are welcome.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I can see how that would be a challenge. I have been in that situation myself.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
I understand, I' ve been in that position myself. I know it' s hard but I know you can get through this!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
yeah i think you should try to talk to them.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I have also tried to make a good bond with my wife. I am sure she will appreciate it.

Testing:  49%|████████████████████████████████████████████████████████▉                                                            | 1117/2295 [05:13<06:23,  3.07it/s]
I can see how that would be frustrating. I have had to cut my hair long and it was too long.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I have found that it helps to take a break from my work and get some fresh air. I also like to read a lot, it helps me to get my mind off of things..
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
Yes, I have been intimate with my partner. I have found that it is important to be honest with him.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
i can understand how you are feeling. i have been in that situation before.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
try to study for sure.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you should try to focus on yourself and not let her get the best of you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be stressful. I have been in a similar situation myself and I know how hard it is to get through this.

Testing:  49%|█████████████████████████████████████████████████████████▍                                                           | 1126/2295 [05:15<04:28,  4.36it/s]
I think you' re doing great. I think you can do it!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am glad to hear that. I know it is tough but I know you can do it.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Greeting]'}
I think you should try to talk to her about it. I am sure she will be able to help you out.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
Hello, how are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I recommend reading a lot of books. I like to read about the people in my life and the things that make them happy. I also like to listen to music and listen to some rap songs. I love to listen and listen and it helps me get through the day.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I' m glad to hear that. I think it' s important to remember that you are not alone in this.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand. I have been trying for a while and it has been hard.

Testing:  49%|█████████████████████████████████████████████████████████▌                                                           | 1130/2295 [05:16<05:30,  3.52it/s]
I think you should try to talk to her and let her know how you feel.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Others]'}
I can see how that would be hard. I' ve been in a relationship with someone who cheated on me and it was hard to get over it. I know it' s hard to move on from a relationship, but I think you should try to find someone who will love you back.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
have you tried any online job sites?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be stressful. I have been in a similar situation and I know how hard it is to make ends meet.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Reflection of feelings]'}
Im sorry to hear that.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
You' re welcome. I hope you have a great rest of your day.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I think you should be very careful with this situation. I know it is hard but I think you can do it!

Testing:  50%|██████████████████████████████████████████████████████████                                                           | 1139/2295 [05:19<04:22,  4.41it/s]
I' m sorry to hear that. I know it' s hard to get through a year without seeing your friends again..
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Greeting]'}
You are welcome.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. Is there anything you would like to talk about?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I think they have a good idea. They can learn how to use the internet.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you feel. I was with my boyfriend for almost 10 years and I know how hard it is to let go of him. I' ve been through a lot of bad things in my life, but I' m glad I was able to help you.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be hard. I have been in a similar situation myself. I had to take a break from my work and go to therapy. It was very stressful.

Testing:  50%|██████████████████████████████████████████████████████████▎                                                          | 1145/2295 [05:21<05:26,  3.52it/s]
I can understand how you feel. I had a similar experience with my boyfriend and it was very hard to move on from him.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I think you should try to talk to your friends about how you feel, and see if they are supportive.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Affirmation and Reassurance]'}
You should spend time with your friends and family.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think it' s a good idea to try to find a good product, if you can' t find it, maybe try to get a professional opinion?
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Question]'}
I understand that you are facing a difficult situation. What are some ways that you can find a job?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am sorry to hear that. I think you should try to talk to them and see if they can help you.

Testing:  50%|██████████████████████████████████████████████████████████▋                                                          | 1151/2295 [05:23<05:37,  3.39it/s]
I understand. I have been in the same situation. I know it' s hard to get through school, but I know you can do it!
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I know it' s hard to find support, but I know you can do it!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
i think you are going to be okay, i know its hard but i think you will be okay.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how frustrating that can be. I have been in the same situation myself and I know how frustrating it can be to not be considered for a promotion.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I understand how you feel. I had a fight with my ex and it was really hard to move on from it. I think that you should be able to move forward and move on.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Others]'}
You too.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I am doing well thanks. How are you doing today?

Testing:  50%|███████████████████████████████████████████████████████████                                                          | 1158/2295 [05:25<04:57,  3.83it/s]
I understand. I have been feeling this way myself too. I think it' s really hard to get out of bed and take care of yourself.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I understand. I have been in a similar situation and I know how difficult it can be to explain to my boss why you are late.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am doing well. What is bothering you?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I am sorry to hear that. I know how hard it can be to move on from a relationship like that.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am glad I could help.
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I think you should try to stay positive and take care of yourself.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I think that would be a great idea. I hope you have a good day.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I' ve been in similar situations before. It' s a very difficult time for everyone.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
i think you can do it.

Testing:  51%|███████████████████████████████████████████████████████████▍                                                         | 1166/2295 [05:26<04:51,  3.88it/s]
I' m glad to hear that! I hope you feel better soon. I' m sure you will!
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Greeting]'}
I think you' re right. It' s hard to see the future, but I think you can do it!
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that it is important to be open to people who are not your friends. I think that you should try to talk to them about your feelings and see if they will accept you as you are.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
I see. I think that you are doing the right thing by staying home and being independent. I am sure that you will be able to do this!
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I am sorry to hear that. What is going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I think that you should call one of your friends and tell them that you are sorry. It would be a great way to get closure.

Testing:  51%|███████████████████████████████████████████████████████████▊                                                         | 1173/2295 [05:29<05:07,  3.65it/s]
I think that' s a great idea. I hope that they get it right and you can find something to do.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can tell that you are really stressed about the situation and that you have made the right decision.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. I have been in a similar situation myself.
{'ref strategy': '[Others]', 'hyp strategy': '[Affirmation and Reassurance]'}
You' re welcome. I hope you have a great day.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
i' m sorry to hear that. i think you should try to take some time off from work and see if it helps.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
Im sorry to hear that. It sounds like you are feeling a bit down right now. Is there anything specific that you' d like to talk about?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Reflection of feelings]'}
I think you should try to follow a schedule and try to get some rest.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I believe in God.

Testing:  51%|████████████████████████████████████████████████████████████▏                                                        | 1181/2295 [05:31<04:37,  4.02it/s]
I think a phone call is a great idea.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand. I have had to deal with a boss who is not understanding of my work and my child. I would suggest you try to talk to your boss about it and see if he can understand why you are late.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
Hello, how are you doing today?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
I think that' s a good idea. I think that you should be able to talk to him about it, and he will appreciate the opportunity to help you.
{'ref strategy': '[Question]', 'hyp strategy': '[Others]'}
